real_data
1.5
25.2
30.9
0.0
16.5
3.7
0.8
1.9
23.8
2.0
21.4
0.0
2.0
1.2
4.0
2.8
1.7
1.6
46.0
12.7
1.2
2.7
29.1
4.0
36.3
2.8
25.0
23.2
24.2
4.9
23.6
25.9
20.0
1.4
1.3
1.0
3.3
27.0
24.1
22.1
22.6
25.8
25.9
23.6
1.1
6.3
1.6
19.6
22.6
23.1
76.9
36.0
11.7
1.7
66.7
33.4
22.2
41.4
91.2
7.3
3.5
15.6
3.6
41.3
26.9
21.5
24.8
22.3
0.0
7.2
2.5
1.0
1.2
9.8
2.8
4.9
29.3
23.4
65.1
2.1
1.1
2.4
2.4
4.3
3.4
13.8
1.7
28.9
43.4
32.5
30.5
1.7
2.0
8.7
1.5
33.6
41.9
66.2
26.8
3.7
1.1
26.2
25.5
1.0
4.8
4.5
11.2
24.7
43.1
22.1
0.0
6.4
8.3
3.3
25.4
23.4
1.5
1.6
1.0
2.0
1.5
0.1
21.0
2.4
28.1
29.4
9.2
2.1
1.6
20.4
16.9
0.3
11.3
25.6
0.1
4.1
21.5
23.6
44.8
49.3
16.9
10.2
1.8
29.5
31.4
40.8
21.0
25.4
46.3
3.0
22.9
6.6
1.6
1.8
1.3
1.8
23.8
26.7
51.2
25.2
42.5
27.6
1.2
6.3
1.7
1.2
1.9
30.8
53.9
42.0
27.6
46.8
12.3
1.9
2.5
2.5
13.4
2.8
4.3
8.0
6.1
6.2
1.0
2.8
2.0
2.8
26.2
56.7
1.1
1.6
23.1
20.6
24.9
2.1
1.4
1.5
2.5
20.5
22.8
11.4
1.2
1.0
25.1
0.1
1.0
3.6
5.0
2.0
2.4
2.6
22.4
2.0
1.1
2.6
44.6
3.0
7.8
1.8
2.2
6.6
2.5
2.6
4.1
13.7
31.5
1.1
9.4
8.8
1.1
8.9
1.4
0.0
7.9
5.7
1.7
6.5
6.3
23.2
22.8
2.9
1.5
6.7
1.5
5.6
1.1
9.6
5.1
12.0
22.5
1.9
1.6
1.2
1.6
23.4
22.9
0.0
2.4
1.3
1.1
1.1
1.1
24.8
20.5
21.3
2.8
1.1
1.1
0.0
1.0
22.1
10.0
2.7
1.3
1.4
8.1
40.6
33.7
3.6
14.0
1.2
34.7
38.1
24.5
20.4
1.6
25.6
7.3
29.1
22.0
1.6
25.0
1.2
4.5
2.7
6.5
3.0
26.4
20.8
2.1
5.2
23.7
2.8
3.0
2.7
1.8
6.2
3.7
4.7
18.9
17.1
25.3
30.6
35.8
31.7
21.1
1.0
9.9
2.6
4.7
22.5
3.7
10.1
24.8
2.3
1.3
1.0
2.0
1.1
2.2
1.6
11.0
1.8
3.3
11.4
1.5
3.7
19.9
6.3
2.5
20.6
23.3
1.7
21.0
2.5
28.4
28.6
29.9
44.9
34.4
40.0
33.9
28.3
52.1
14.1
3.7
2.9
3.1
3.6
2.0
2.9
20.2
26.5
33.2
22.2
48.2
31.2
25.3
20.1
28.8
46.3
25.8
26.3
24.1
34.1
1.5
3.0
26.2
3.6
24.5
25.7
38.1
20.1
27.5
0.0
2.5
3.2
21.0
2.4
3.3
3.7
2.2
21.0
27.7
31.0
21.6
20.4
25.6
2.9
3.1
5.2
1.1
4.6
5.3
1.4
46.6
27.8
1.1
4.6
2.7
6.8
4.7
13.9
0.0
1.3
0.0
0.0
7.8
3.5
1.7
1.9
45.1
4.4
5.4
0.0
2.2
4.2
1.2
2.2
3.9
2.1
2.6
1.1
1.4
1.0
0.3
0.0
9.7
2.8
4.7
14.8
5.7
22.8
21.0
21.8
22.2
52.8
4.9
9.2
5.4
11.4
17.5
2.7
2.9
13.7
1.3
25.0
15.5
37.0
4.5
14.6
16.4
1.0
4.8
3.4
12.7
6.7
20.2
36.4
26.5
5.5
33.6
24.5
26.2
29.5
30.6
4.7
9.9
2.5
7.4
5.9
3.9
5.3
23.3
31.9
23.1
36.8
11.6
15.7
1.3
3.3
10.9
16.9
22.4
20.6
46.4
26.5
29.6
12.1
21.6
11.5
22.6
20.9
4.4
3.4
6.6
1.0
10.1
1.4
1.9
2.2
2.5
4.2
1.2
1.2
2.4
1.2
32.2
1.3
6.0
3.0
2.3
7.8
3.0
6.4
1.8
21.3
29.1
2.4
2.2
6.5
10.5
1.4
27.6
31.3
27.4
24.1
24.4
34.5
42.0
14.8
26.1
2.2
31.0
38.6
6.3
24.0
3.1
37.1
24.9
31.7
28.3
44.2
28.2
9.4
27.7
1.6
2.6
4.3
4.1
6.6
3.8
20.9
8.2
24.0
25.3
35.6
36.5
21.0
31.4
2.2
48.9
49.6
28.7
24.0
26.3
28.8
23.5
38.6
36.2
20.8
38.4
30.4
23.2
2.5
12.6
20.9
16.0
16.6
3.7
2.2
15.6
22.1
14.1
2.6
1.9
3.1
35.6
66.7
45.5
22.8
58.4
53.2
25.5
38.9
27.3
38.1
48.1
27.2
20.5
23.7
40.6
29.5
30.8
1.3
1.9
9.2
3.5
5.7
7.5
5.6
23.6
43.8
52.8
0.0
37.5
71.3
26.2
41.0
33.5
38.2
21.3
47.5
5.3
3.2
1.9
1.3
1.3
5.7
45.2
52.5
40.0
55.3
49.3
42.3
36.2
23.2
25.9
32.4
1.9
7.8
1.2
22.5
27.4
25.1
29.9
28.5
2.8
3.4
13.8
4.8
1.2
2.1
3.5
5.2
3.5
4.5
1.9
3.6
3.7
3.1
23.3
2.8
2.8
1.2
3.0
3.6
1.0
3.3
1.0
4.7
1.5
1.0
8.2
1.0
3.9
23.2
28.1
0.2
0.0
1.2
2.6
33.6
2.9
2.1
1.4
0.6
1.9
22.6
29.6
21.4
0.0
2.3
1.4
0.7
9.7
3.2
1.9
1.3
1.8
2.1
2.2
5.1
2.8
0.0
1.0
0.4
2.3
4.1
0.1
3.5
3.3
7.4
3.6
2.9
7.3
2.2
2.6
33.0
0.0
0.0
1.7
14.4
20.2
0.0
8.2
8.3
20.0
21.0
20.3
43.2
31.1
28.1
41.6
19.6
3.3
4.6
2.8
1.2
24.1
26.8
20.8
3.6
39.7
39.3
26.2
3.6
46.2
0.1
7.0
1.8
15.6
6.9
3.8
22.7
20.0
4.6
19.6
5.7
22.8
4.1
6.7
3.4
4.9
7.1
1.8
3.7
11.5
2.1
3.4
42.8
1.1
5.4
3.5
3.5
1.8
33.5
25.8
25.6
23.5
22.8
22.3
0.0
23.1
24.0
34.1
30.5
1.1
28.0
51.8
77.3
3.4
2.2
6.4
29.4
58.6
0.1
17.9
3.7
4.5
1.5
45.7
25.4
3.2
2.6
27.5
22.1
6.7
6.9
5.5
25.4
44.3
0.0
1.1
1.7
2.4
8.0
52.1
2.0
12.8
5.2
25.8
12.8
1.2
11.2
2.5
21.0
31.7
41.0
28.3
37.6
26.0
22.3
23.7
25.9
46.0
20.0
33.7
32.0
7.0
37.3
26.0
20.7
38.2
32.0
36.3
12.5
6.4
8.3
5.9
14.6
2.4
3.7
22.7
10.3
11.3
4.5
27.2
27.1
23.8
0.2
0.0
8.8
4.0
2.4
2.5
4.1
6.0
45.1
3.7
24.4
44.2
1.2
43.9
31.0
22.3
31.1
4.8
2.8
32.6
9.5
1.6
11.5
14.6
40.8
20.4
24.7
34.7
32.7
40.4
33.2
45.5
28.2
23.0
43.5
23.6
28.2
60.0
30.2
3.4
3.4
2.7
21.1
1.0
1.8
2.3
2.1
15.5
2.4
1.9
23.1
0.0
3.7
2.3
1.9
2.9
6.1
0.0
4.1
2.4
2.0
2.8
4.7
0.0
39.4
17.0
2.2
22.4
20.6
20.6
33.5
28.6
25.8
38.2
36.2
33.6
21.1
1.0
4.4
1.1
29.8
4.2
9.3
28.4
38.6
40.1
45.3
20.1
23.2
4.8
26.3
64.8
54.5
28.1
21.5
21.7
26.1
1.5
6.3
8.5
10.1
6.2
6.3
20.1
11.8
31.1
22.7
8.9
7.8
39.9
3.0
3.4
4.7
2.1
6.5
32.6
32.4
27.0
22.6
5.5
2.7
1.6
2.4
1.2
39.3
5.6
1.0
29.6
31.6
32.1
24.5
27.0
3.1
7.5
12.2
24.4
1.5
1.9
4.8
1.1
0.0
1.9
1.5
21.8
1.4
1.2
2.3
1.3
22.5
9.4
2.8
16.6
10.4
20.7
35.3
5.3
0.0
0.0
34.0
33.8
9.6
24.1
30.5
21.6
0.0
0.0
1.8
1.8
7.7
28.2
23.6
47.4
41.9
21.2
23.1
27.7
1.9
1.5
2.9
2.1
1.6
27.2
1.2
2.0
28.8
20.3
22.9
0.0
6.7
2.6
1.3
2.7
0.0
0.0
16.0
1.2
6.7
24.4
22.9
25.9
13.5
18.9
1.7
28.5
25.2
30.4
26.3
0.0
23.3
20.4
23.4
0.0
3.4
1.7
5.1
2.0
3.8
28.4
34.1
45.0
3.7
49.1
22.3
33.1
0.1
10.4
1.3
25.5
23.0
1.7
6.3
4.7
59.0
35.3
26.2
1.1
30.9
43.4
1.0
7.8
11.7
1.2
28.9
23.1
25.4
3.5
24.3
9.7
8.3
5.6
20.4
2.2
1.3
4.6
3.3
1.1
16.0
22.7
0.0
6.1
1.6
29.0
22.8
25.0
33.0
6.1
14.9
8.7
22.7
0.0
46.0
1.1
2.1
24.5
17.3
24.4
41.4
48.5
24.8
26.6
0.0
1.2
23.4
26.5
44.6
25.8
2.5
10.7
29.4
9.0
2.4
4.7
2.5
0.6
4.8
21.1
21.4
41.8
4.2
2.5
7.9
53.3
57.4
70.0
57.0
33.2
20.2
2.5
12.5
0.0
8.9
4.5
22.0
0.1
1.5
1.4
3.2
29.6
20.3
0.0
4.6
1.0
1.1
4.6
2.0
6.5
4.7
2.1
8.1
26.7
20.8
23.8
63.8
24.9
22.7
23.3
63.1
35.1
37.1
32.6
1.1
1.3
23.9
58.2
50.0
35.7
32.3
20.8
38.8
20.1
3.3
2.1
1.8
16.4
2.1
9.8
1.9
2.6
23.9
10.4
6.1
1.9
25.3
3.4
15.3
1.0
4.8
1.5
46.2
30.6
21.6
4.5
2.0
6.1
1.3
1.4
3.2
23.1
22.2
40.0
23.7
23.1
21.8
0.0
6.1
2.5
2.4
3.8
4.3
1.5
3.1
3.2
38.6
32.2
26.5
32.8
20.0
39.0
1.6
14.6
1.9
3.0
14.1
2.1
4.0
4.9
55.8
40.9
1.6
2.6
4.7
41.4
57.7
20.5
59.8
28.5
25.7
22.7
21.2
1.3
18.3
2.0
3.1
1.4
21.6
43.6
22.6
2.2
1.6
3.3
0.5
39.7
27.8
4.4
6.3
1.4
0.0
49.0
2.8
1.1
38.4
22.4
0.0
3.2
10.8
2.4
2.2
2.3
2.9
0.3
30.2
0.0
9.7
0.2
5.3
1.6
2.3
1.9
3.8
2.5
1.5
0.3
2.7
3.8
11.9
1.3
17.5
0.0
9.2
5.3
2.8
3.0
2.2
2.9
27.0
26.3
0.0
1.3
2.4
6.2
8.4
4.1
8.5
1.0
30.8
3.4
2.1
2.7
1.9
55.8
45.6
62.3
3.6
22.1
30.4
2.2
2.7
4.1
7.3
6.9
22.4
29.1
22.3
28.9
40.4
29.6
0.0
1.5
4.7
5.9
67.3
31.6
44.5
26.7
41.9
1.2
1.2
3.1
0.8
1.5
6.3
3.4
1.5
41.7
25.4
3.7
4.3
35.9
30.9
2.0
0.0
12.7
3.5
7.7
15.9
6.1
1.5
4.0
2.4
5.0
8.4
2.8
1.1
26.1
29.7
22.4
20.5
1.9
1.7
1.6
44.0
3.8
27.9
0.3
15.4
1.2
1.8
29.3
15.1
2.6
2.3
1.5
11.2
11.8
1.2
29.1
6.1
4.1
7.9
4.4
8.6
2.5
1.4
6.4
6.3
4.5
1.3
20.4
0.0
1.0
1.5
1.4
1.0
5.1
23.3
22.2
2.0
2.0
3.2
1.3
2.0
1.4
3.2
15.0
1.0
4.6
2.5
7.2
3.9
15.5
2.1
5.1
20.5
36.1
28.9
5.7
4.9
16.3
0.0
1.3
4.0
4.7
1.0
5.4
23.6
23.6
4.4
3.3
46.9
35.0
28.1
29.5
1.3
1.8
22.8
30.4
42.8
34.7
33.3
4.2
3.2
18.6
4.1
9.4
9.1
1.4
10.9
2.2
5.4
6.8
3.5
21.1
3.6
2.5
3.5
24.6
28.6
30.7
30.3
23.3
1.0
3.4
22.0
27.3
24.9
23.4
29.7
0.3
4.6
1.1
1.1
1.0
9.6
6.0
1.0
44.3
60.3
45.3
0.3
0.4
1.7
1.1
1.6
1.1
5.6
1.2
21.6
1.7
3.3
1.4
3.2
2.2
3.1
15.0
1.6
1.4
22.8
2.2
9.7
1.4
7.3
1.6
10.2
21.0
4.3
1.4
3.2
1.3
2.0
20.1
3.0
3.6
35.7
63.3
25.1
4.2
8.4
2.2
4.9
5.5
73.2
43.3
0.7
1.3
1.3
1.2
0.1
2.0
22.0
21.6
33.6
21.4
35.3
4.3
1.2
1.9
1.2
0.1
3.0
3.1
0.2
2.1
1.5
3.2
1.3
