predict
5.27158
0.0
5.131089
20.924273
10.148349
13.798998
0.0
12.21559
0.0
0.0
6.333831
0.0
9.58539
0.9444287
19.441366
0.0
0.0
2.7802384
0.0
0.0
0.0
10.042168
0.0
0.0
0.0
0.0
6.6718106
7.830505
0.0
4.851406
1.5429376
18.504122
0.0
11.961346
20.774324
4.472564
0.0
0.0
5.257352
7.8311934
0.0
0.0
0.0
2.718827
0.0
7.313188
0.0
0.0
0.0
6.3006353
23.01239
0.0
0.0
14.8002615
18.306116
0.0
19.669945
0.0
0.0
0.0
0.0
0.0
18.863934
0.0
0.0
17.00829
7.090214
14.58739
17.572308
9.493834
0.0
22.992123
0.0
5.602754
20.067387
15.959554
0.0
0.8622227
0.0
27.609625
0.0
0.0
7.3399506
13.080723
0.0
0.0
19.043728
0.0
0.0
1.9866877
15.734451
0.0
0.0
0.0
25.257416
0.0
8.521634
0.0
0.0
0.0
